,Artist,Position,Streams,Track Name,Week,album,artist_top_genre,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
9600,Roddy Ricch,1,95780,The Box,2020-02-07--2020-02-14,Please Excuse Me For Being Antisocial,rap,2019-12-06,196652,89,0.8959999999999999,0.104,0.586,0.0,0.79,-6.687,0.0559,116.971,4
9601,Tones And I,2,78896,Dance Monkey,2020-02-07--2020-02-14,Dance Monkey,pop,2019-05-10,209754,70,0.825,0.688,0.593,0.000161,0.17,-6.401,0.0988,98.078,4
9602,Future,3,74278,Life Is Good (feat. Drake),2020-02-07--2020-02-14,Life Is Good (feat. Drake),hip hop,2020-01-10,237735,85,0.6759999999999999,0.0706,0.609,0.0,0.152,-5.831,0.481,142.037,4
9603,The Weeknd,4,63464,Blinding Lights,2020-02-07--2020-02-14,Blinding Lights,r&b,2019-11-29,201573,34,0.513,0.00147,0.7959999999999999,0.000209,0.0938,-4.075,0.0629,171.017,4
9604,Dua Lipa,5,63452,Don't Start Now,2020-02-07--2020-02-14,Don't Start Now,dance,2019-10-31,183290,86,0.794,0.0125,0.7929999999999999,0.0,0.0952,-4.521,0.0842,123.941,4
9605,Kabza De Small,6,63138,eMcimbini - Live,2020-02-07--2020-02-14,Scorpion Kings Live,house,2020-02-03,407787,49,0.8440000000000001,0.00646,0.564,0.163,0.0231,-10.817,0.0855,112.996,4
9606,Eminem,7,60185,Godzilla (feat. Juice WRLD),2020-02-07--2020-02-14,Music To Be Murdered By,hip hop,2020-01-17,210800,85,0.8079999999999999,0.145,0.745,0.0,0.292,-5.26,0.342,165.995,4
9607,Billie Eilish,8,57126,everything i wanted,2020-02-07--2020-02-14,everything i wanted,pop,2019-11-13,245425,87,0.7040000000000001,0.902,0.225,0.657,0.106,-14.454,0.0994,120.006,4
9608,Post Malone,9,56494,Circles,2020-02-07--2020-02-14,Hollywood's Bleeding,rap,2019-09-06,215280,89,0.695,0.192,0.762,0.00244,0.0863,-3.497,0.0395,120.042,4
9609,Trevor Daniel,10,53221,Falling,2020-02-07--2020-02-14,Falling,r&b,2018-10-05,159381,86,0.785,0.123,0.431,0.0,0.0887,-8.756,0.0364,127.085,4
9610,Justin Bieber,11,48362,Yummy,2020-02-07--2020-02-14,Yummy,pop,2020-01-03,210426,79,0.687,0.366,0.514,0.0,0.116,-6.612,0.0897,145.921,4
9611,Maroon 5,12,47278,Memories,2020-02-07--2020-02-14,Memories,pop,2019-09-20,189486,89,0.764,0.8370000000000001,0.32,0.0,0.0822,-7.209,0.0546,91.019,4
9612,Justin Bieber,13,46878,Intentions,2020-02-07--2020-02-14,Intentions,pop,2020-02-07,212868,84,0.8109999999999999,0.317,0.5529999999999999,0.0,0.105,-6.644,0.0552,148.014,4
9613,Arizona Zervas,14,45439,ROXANNE,2020-02-07--2020-02-14,ROXANNE,rap,2019-10-10,163636,87,0.621,0.0522,0.601,0.0,0.46,-5.6160000000000005,0.14800000000000002,116.735,5
9614,Lewis Capaldi,15,41841,Someone You Loved,2020-02-07--2020-02-14,Divinely Uninspired To A Hellish Extent,pop,2019-05-17,182160,90,0.501,0.7509999999999999,0.405,0.0,0.105,-5.6789999999999985,0.0319,109.891,4
9615,Ed Sheeran,16,38858,Beautiful People (feat. Khalid),2020-02-07--2020-02-14,No.6 Collaborations Project,pop,2019-07-12,197866,77,0.64,0.124,0.647,0.0,0.0801,-8.113999999999999,0.18600000000000005,92.979,4
9616,MEDUZA,17,38273,Lose Control,2020-02-07--2020-02-14,Lose Control,edm,2019-10-11,168387,85,0.598,0.129,0.526,0.0,0.14,-8.658999999999999,0.0415,123.935,4
9617,Ed Sheeran,18,37738,I Don't Care (with Justin Bieber),2020-02-07--2020-02-14,No.6 Collaborations Project,pop,2019-07-12,219946,79,0.7979999999999999,0.0902,0.6759999999999999,0.0,0.0894,-5.041,0.0442,101.956,4
9618,Jonas Brothers,19,36848,What A Man Gotta Do,2020-02-07--2020-02-14,What A Man Gotta Do,house,2020-01-17,180644,82,0.852,0.00839,0.698,1.03e-06,0.0773,-7.206,0.0629,113.039,4
9619,Khalid,20,36733,Know Your Worth,2020-02-07--2020-02-14,Know Your Worth,r&b,2020-02-04,181436,82,0.79,0.145,0.6940000000000001,0.00252,0.281,-7.726,0.0708,103.007,4
9620,Selena Gomez,21,35873,Lose You To Love Me,2020-02-07--2020-02-14,Rare,dance,2020-01-10,206458,84,0.488,0.556,0.343,0.0,0.21,-8.985,0.0436,102.819,4
9621,Camila Cabello,22,34034,My Oh My (feat. DaBaby),2020-02-07--2020-02-14,Romance,dance,2019-12-06,170746,81,0.7240000000000001,0.018000000000000002,0.491,1.29e-05,0.0887,-6.024,0.0296,105.046,4
9622,Roddy Ricch,23,33994,High Fashion (feat. Mustard),2020-02-07--2020-02-14,Please Excuse Me For Being Antisocial,rap,2019-12-06,220486,82,0.831,0.269,0.499,0.0,0.3,-8.442,0.114,97.956,4
9623,Shawn Mendes,24,33858,Señorita,2020-02-07--2020-02-14,Shawn Mendes (Deluxe),pop,2019-06-19,190799,82,0.759,0.0392,0.5479999999999999,0.0,0.0828,-6.049,0.029,116.967,4
9624,Lewis Capaldi,25,32551,Before You Go,2020-02-07--2020-02-14,Divinely Uninspired To A Hellish Extent (Extended Edition),pop,2019-11-22,215106,86,0.459,0.604,0.575,0.0,0.0885,-4.8580000000000005,0.0573,111.881,4
9625,Halsey,26,32548,You should be sad,2020-02-07--2020-02-14,Manic,dance,2020-01-17,205473,81,0.591,0.14300000000000002,0.585,0.0,0.109,-6.35,0.0277,110.94,4
9626,Kabza De Small,27,32521,Lorch,2020-02-07--2020-02-14,The Return Of The Scorpion Kings,house,2019-11-29,374961,41,0.913,0.17,0.6809999999999999,2.12e-05,0.0677,-9.914,0.0619,112.994,4
9627,Selena Gomez,28,31576,Rare,2020-02-07--2020-02-14,Rare,dance,2020-01-10,220589,75,0.838,0.208,0.545,8.01e-05,0.103,-6.712999999999999,0.0706,114.998,4
9628,Sha Sha,29,31353,Tender Love (feat. DJ Maphorisa & Kabza De Small),2020-02-07--2020-02-14,Tender Love (feat. DJ Maphorisa & Kabza De Small),house,2019-10-25,444474,48,0.845,0.00591,0.394,0.312,0.054000000000000006,-14.365,0.055,113.015,4
9629,benny blanco,30,31107,Eastside (with Halsey & Khalid),2020-02-07--2020-02-14,FRIENDS KEEP SECRETS,pop,2018-12-07,170769,74,0.632,0.5489999999999999,0.6859999999999999,0.0,0.2,-7.665,0.243,89.949,4
9630,Kabza De Small,31,30890,Phoyisa - Live,2020-02-07--2020-02-14,Scorpion Kings Live,house,2020-02-03,356414,25,0.8390000000000001,0.318,0.6609999999999999,0.0131,0.13699999999999998,-11.583,0.0756,114.005,4
9631,Billie Eilish,32,30707,bad guy,2020-02-07--2020-02-14,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",pop,2019-03-29,194087,88,0.701,0.328,0.425,0.13,0.1,-10.965,0.375,135.128,4
9632,Elaine,33,29665,You're the One,2020-02-07--2020-02-14,Elements,r&b,2019-09-29,200347,32,0.743,0.6509999999999999,0.39,0.0,0.109,-11.299,0.0544,114.914,4
9633,Kabza De Small,34,29047,Sandton,2020-02-07--2020-02-14,The Return Of The Scorpion Kings,house,2019-11-29,412057,41,0.8809999999999999,0.151,0.634,3.38e-06,0.0992,-11.71,0.147,113.0,4
9634,YNW Melly,35,27249,Suicidal,2020-02-07--2020-02-14,Melly vs. Melvin,rap,2019-11-22,222997,80,0.735,0.334,0.369,0.0,0.126,-9.682,0.0688,140.004,4
9635,DaBaby,36,26826,BOP,2020-02-07--2020-02-14,KIRK,hip hop,2019-09-27,159714,83,0.769,0.189,0.787,0.0,0.129,-3.909,0.3670000000000001,126.77,4
9636,Dua Lipa,37,26765,Physical,2020-02-07--2020-02-14,Physical,dance,2020-01-30,193829,76,0.647,0.0137,0.8440000000000001,0.0006580000000000001,0.102,-3.756,0.0457,146.96200000000005,4
9637,Regard,38,26480,Ride It,2020-02-07--2020-02-14,Ride It,edm,2019-07-26,157605,87,0.88,0.177,0.7509999999999999,6.43e-05,0.106,-4.258,0.0874,117.948,4
9638,Harry Styles,39,26442,Adore You,2020-02-07--2020-02-14,Fine Line,pop,2019-12-13,207133,87,0.6759999999999999,0.0237,0.7709999999999999,7.000000000000002e-06,0.102,-3.675,0.0483,99.048,4
9639,Post Malone,40,25786,Sunflower - Spider-Man: Into the Spider-Verse,2020-02-07--2020-02-14,Hollywood's Bleeding,rap,2019-09-06,157560,82,0.755,0.5329999999999999,0.522,0.0,0.0685,-4.368,0.0575,89.96,4
9640,Doja Cat,41,25590,Say So,2020-02-07--2020-02-14,Hot Pink,indie,2019-11-07,237893,86,0.787,0.256,0.6729999999999999,3.57e-06,0.0904,-4.577,0.158,110.962,4
9641,Joji,42,25575,Run,2020-02-07--2020-02-14,Run,r&b,2020-02-06,195000,73,0.447,0.0416,0.72,0.000297,0.614,-3.954,0.0332,157.892,3
9642,SAINt JHN,43,24762,Roses - Imanbek Remix,2020-02-07--2020-02-14,Roses (Imanbek Remix),rap,2019-10-09,176840,91,0.77,0.0167,0.7240000000000001,0.0107,0.353,-5.484,0.0495,121.975,4
9643,Mustard,44,24212,Ballin' (with Roddy Ricch),2020-02-07--2020-02-14,Perfect Ten,rap,2019-06-28,180434,84,0.809,0.392,0.545,0.0,0.151,-6.678,0.0735,97.008,4
9644,Ed Sheeran,45,24067,South of the Border (feat. Camila Cabello & Cardi B),2020-02-07--2020-02-14,No.6 Collaborations Project,pop,2019-07-12,204466,81,0.857,0.14800000000000002,0.621,0.0,0.0865,-6.376,0.0825,97.989,4
9645,blackbear,46,23724,hot girl bummer,2020-02-07--2020-02-14,hot girl bummer,pop,2019-08-23,185093,65,0.778,0.128,0.5589999999999999,0.0,0.399,-7.109,0.0776,129.989,1
9646,5 Seconds of Summer,47,23417,No Shame,2020-02-07--2020-02-14,No Shame,house,2020-02-05,190893,9,0.5760000000000001,0.0186,0.815,2.07e-06,0.158,-3.125,0.0361,90.972,4
9647,Kabza De Small,48,23360,Nana Thula,2020-02-07--2020-02-14,Piano Hub,house,2019-10-01,439017,40,0.767,0.00164,0.517,0.299,0.042,-13.816,0.0517,113.997,4
9648,The Chainsmokers,49,22838,Takeaway,2020-02-07--2020-02-14,World War Joy,dance,2019-12-06,209880,80,0.528,0.126,0.511,0.0,0.101,-8.144,0.0324,100.1,4
9649,Ali Gatie,50,22769,What If I Told You That I Love You,2020-02-07--2020-02-14,What If I Told You That I Love You,hip hop,2020-01-24,193667,76,0.605,0.63,0.365,6.83e-06,0.0554,-11.144,0.111,84.62799999999999,4
9650,Mac Miller,51,22560,Good News,2020-02-07--2020-02-14,Circles,hip hop,2020-01-17,342040,76,0.794,0.853,0.32,0.134,0.112,-12.92,0.173,174.088,4
9651,The Chainsmokers,52,22528,Call You Mine,2020-02-07--2020-02-14,World War Joy,dance,2019-12-06,217640,82,0.585,0.204,0.696,0.0,0.344,-5.6,0.0307,104.01,4
9652,Travis Scott,53,22525,HIGHEST IN THE ROOM,2020-02-07--2020-02-14,HIGHEST IN THE ROOM,rap,2019-10-04,175720,88,0.598,0.0546,0.4270000000000001,5.83e-06,0.21,-8.764,0.0317,76.469,4
9653,Nicki Minaj,54,22296,Yikes,2020-02-07--2020-02-14,Yikes,dance,2020-02-07,156881,74,0.911,0.0409,0.637,3.68e-05,0.238,-8.381,0.447,149.996,4
9654,Kygo,55,22195,Higher Love,2020-02-07--2020-02-14,Higher Love,edm,2019-06-28,228267,83,0.693,0.0154,0.6779999999999999,6.05e-06,0.101,-7.159,0.0324,103.952,4
9655,Harry Styles,56,21817,Watermelon Sugar,2020-02-07--2020-02-14,Fine Line,pop,2019-12-13,174000,95,0.5479999999999999,0.122,0.816,0.0,0.335,-4.209,0.0465,95.39,4
9656,Mfr Souls,57,21630,"Love You Tonight (feat. DJ Maphorisa, Sha Sha & Kabza De Small)",2020-02-07--2020-02-14,The Beginning,house,2019-11-08,353206,39,0.8170000000000001,0.046,0.677,0.00361,0.0615,-8.482000000000001,0.0477,114.994,4
9657,SHAED,58,21599,Trampoline (with ZAYN),2020-02-07--2020-02-14,Melt (Deluxe),pop,2019-12-27,184280,67,0.619,0.56,0.459,0.0,0.13699999999999998,-5.782,0.0334,126.803,4
9658,Tones And I,59,21518,Never Seen the Rain,2020-02-07--2020-02-14,Never Seen the Rain,pop,2019-07-15,200755,66,0.485,0.44,0.461,0.0,0.232,-5.646,0.0444,87.009,4
9659,Sam Smith,60,21332,How Do You Sleep?,2020-02-07--2020-02-14,How Do You Sleep?,pop,2019-07-19,202204,83,0.477,0.153,0.682,0.0,0.0763,-4.931,0.0925,110.567,5
9660,Marshmello,61,21005,Happier,2020-02-07--2020-02-14,Happier,brostep,2018-08-17,214289,85,0.687,0.191,0.792,0.0,0.16699999999999998,-2.749,0.0452,100.015,4
9661,Taylor Swift,62,20965,You Need To Calm Down,2020-02-07--2020-02-14,Lover,dance,2019-08-23,171360,81,0.7709999999999999,0.00929,0.6709999999999999,0.0,0.0637,-5.617000000000001,0.0553,85.02600000000002,4
9662,Billie Eilish,63,20777,when the party's over,2020-02-07--2020-02-14,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",pop,2019-03-29,196077,85,0.3670000000000001,0.978,0.111,3.97e-05,0.0897,-14.084,0.0972,82.64200000000002,4
9663,Samthing Soweto,64,20642,Akulaleki,2020-02-07--2020-02-14,Isphithiphithi,house,2019-09-20,381586,44,0.895,0.14300000000000002,0.674,0.0726,0.0578,-8.693999999999999,0.0882,116.013,4
9664,Sam Smith,65,20529,Dancing With A Stranger (with Normani),2020-02-07--2020-02-14,Dancing With A Stranger (with Normani),pop,2019-01-11,171029,84,0.741,0.45,0.52,1.97e-06,0.222,-7.513,0.0656,102.998,4
9665,Billie Eilish,66,20006,lovely (with Khalid),2020-02-07--2020-02-14,lovely (with Khalid),pop,2018-04-19,200185,88,0.35100000000000003,0.934,0.29600000000000004,0.0,0.095,-10.109,0.0333,115.284,4
9666,Don Toliver,67,19973,No Idea,2020-02-07--2020-02-14,No Idea,rap,2019-05-29,154424,16,0.6509999999999999,0.519,0.631,0.000579,0.165,-5.7170000000000005,0.0896,127.994,4
9667,Dan + Shay,68,19736,"10,000 Hours (with Justin Bieber)",2020-02-07--2020-02-14,"10,000 Hours (with Justin Bieber)",country,2019-10-04,167693,85,0.654,0.153,0.63,0.0,0.111,-4.644,0.0259,89.991,4
9668,Chris Brown,69,19717,No Guidance (feat. Drake),2020-02-07--2020-02-14,Indigo,dance,2019-06-28,260640,84,0.698,0.123,0.454,0.0,0.155,-6.756,0.151,92.932,4
9669,Katy Perry,70,19633,Never Really Over,2020-02-07--2020-02-14,Never Really Over,dance,2019-05-31,223523,79,0.77,0.194,0.882,0.0,0.316,-4.792,0.0602,99.991,4
9670,5 Seconds of Summer,71,19542,Youngblood,2020-02-07--2020-02-14,Youngblood (Deluxe),house,2018-06-15,203417,82,0.596,0.0169,0.8540000000000001,0.0,0.124,-5.114,0.463,120.274,4
9671,blackbear,72,19478,me & ur ghost,2020-02-07--2020-02-14,me & ur ghost,pop,2020-01-16,200400,56,0.755,0.0638,0.631,0.0,0.0929,-6.127999999999999,0.0261,100.026,4
9672,Lady Gaga,73,19356,Shallow,2020-02-07--2020-02-14,A Star Is Born Soundtrack,dance,2018-10-05,215733,85,0.5720000000000001,0.371,0.385,0.0,0.231,-6.362,0.0308,95.799,4
9673,Stormzy,74,18884,Own It (feat. Ed Sheeran & Burna Boy),2020-02-07--2020-02-14,Heavy Is The Head,grime,2019-12-13,216706,76,0.8170000000000001,0.00838,0.7809999999999999,5.21e-06,0.123,-4.178,0.112,104.0,4
9674,Anne-Marie,75,18572,Birthday,2020-02-07--2020-02-14,Birthday,dance,2020-02-07,181466,71,0.609,0.0502,0.785,0.0,0.171,-3.32,0.0891,151.995,4
9675,OneRepublic,76,18462,Rescue Me,2020-02-07--2020-02-14,Rescue Me,dance,2019-05-17,158899,79,0.759,0.156,0.605,0.0,0.6940000000000001,-7.737,0.0433,121.049,4
9676,Surfaces,77,18439,Sunday Best,2020-02-07--2020-02-14,Where the Light Is,bedroom soul,2019-01-06,158571,86,0.878,0.183,0.525,0.0,0.0714,-6.832000000000002,0.0578,112.022,4
9677,Taylor Swift,78,18152,Only The Young - Featured in Miss Americana,2020-02-07--2020-02-14,Only The Young (Featured in Miss Americana),dance,2020-01-31,157507,68,0.56,0.00244,0.78,0.0,0.0714,-4.895,0.0517,93.516,4
9678,Jonas Brothers,79,18131,Sucker,2020-02-07--2020-02-14,Happiness Begins,house,2019-06-07,181026,83,0.8420000000000001,0.0427,0.7340000000000001,0.0,0.106,-5.065,0.0588,137.958,4
9679,BROCKHAMPTON,80,18113,SUGAR,2020-02-07--2020-02-14,GINGER,rap,2019-08-23,204533,81,0.453,0.449,0.5379999999999999,0.0,0.19,-8.212,0.0638,122.973,4
9680,Drake,81,18097,Money In The Grave (Drake ft. Rick Ross),2020-02-07--2020-02-14,The Best In The World Pack,hip hop,2019-06-15,205426,82,0.831,0.101,0.502,0.0,0.122,-4.045,0.046,100.541,4
9681,JP Saxe,82,18063,If the World Was Ending - feat. Julia Michaels,2020-02-07--2020-02-14,If the World Was Ending (feat. Julia Michaels),r&b,2019-10-17,208687,87,0.464,0.866,0.473,0.0,0.109,-10.086,0.129,75.801,4
9682,Post Malone,83,18053,Goodbyes (Feat. Young Thug),2020-02-07--2020-02-14,Goodbyes (Feat. Young Thug),rap,2019-07-05,174960,13,0.58,0.447,0.653,0.0,0.111,-3.818,0.0745,150.231,4
9683,Lauv,84,18016,I Like Me Better,2020-02-07--2020-02-14,I met you when I was 18. (the playlist),pop,2018-05-31,197436,84,0.752,0.535,0.505,2.55e-06,0.104,-7.621,0.253,91.97,4
9684,Master KG,85,17964,Jerusalema,2020-02-07--2020-02-14,Jerusalema,house,2020-01-24,342662,25,0.882,0.0222,0.467,1.09e-05,0.0618,-7.5,0.0513,124.015,4
9685,Halsey,86,17962,Without Me,2020-02-07--2020-02-14,Manic,dance,2020-01-17,201660,76,0.752,0.297,0.488,9.11e-06,0.0936,-7.05,0.0705,136.041,4
9686,Lil Nas X,87,17772,Old Town Road - Remix,2020-02-07--2020-02-14,7 EP,rap,2019-06-21,157066,83,0.878,0.0533,0.619,0.0,0.113,-5.56,0.102,136.041,4
9687,Juice WRLD,88,17667,Lucid Dreams,2020-02-07--2020-02-14,Goodbye & Good Riddance,rap,2018-12-10,239835,88,0.511,0.349,0.5660000000000001,0.0,0.34,-7.23,0.2,83.90299999999998,4
9688,Elaine,89,17536,Risky,2020-02-07--2020-02-14,Elements,r&b,2019-09-29,182857,26,0.758,0.52,0.373,7.28e-06,0.122,-9.754,0.0492,105.022,4
9689,Khalid,90,17498,Better,2020-02-07--2020-02-14,Suncity,r&b,2018-10-18,229320,77,0.596,0.0765,0.552,0.334,0.104,-10.278,0.097,97.949,4
9690,Ava Max,91,17264,Sweet but Psycho,2020-02-07--2020-02-14,Sweet but Psycho,dance,2018-08-17,187436,74,0.7190000000000001,0.0691,0.7040000000000001,0.0,0.166,-4.724,0.0476,133.002,4
9691,Kabza De Small,92,17251,Qoqoqo,2020-02-07--2020-02-14,The Return Of The Scorpion Kings,house,2019-11-29,392748,36,0.833,0.00643,0.648,0.456,0.0238,-13.135,0.0543,113.016,4
9692,Mas Music,93,17251,Mthande,2020-02-07--2020-02-14,Mambisa,house,2019-11-28,377935,40,0.8059999999999999,0.00177,0.757,0.153,0.0241,-10.503,0.0444,112.019,4
9693,Khalid,94,16733,Up All Night,2020-02-07--2020-02-14,Up All Night,r&b,2019-11-14,157220,77,0.665,0.00103,0.7120000000000001,0.0034200000000000003,0.102,-7.536,0.0527,93.989,4
9694,Black Eyed Peas,95,16567,RITMO (Bad Boys For Life),2020-02-07--2020-02-14,RITMO (Bad Boys For Life),dance,2019-10-12,221714,82,0.721,0.0334,0.716,0.00084,0.237,-7.037000000000001,0.0657,104.994,4
9695,Lil Baby,96,16504,Woah,2020-02-07--2020-02-14,Woah,hip hop,2019-11-08,183011,74,0.882,0.0177,0.602,0.0,0.17800000000000002,-5.5539999999999985,0.245,142.959,4
9696,Luu Nineleven,97,16449,Friends With Benefits - Umjolo,2020-02-07--2020-02-14,Simatasatasa,amapiano,2019-11-08,388085,35,0.552,0.00496,0.725,0.00514,0.0439,-9.441,0.06,151.755,5
9697,Anne-Marie,98,16291,2002,2020-02-07--2020-02-14,Speak Your Mind (Deluxe),dance,2018-04-27,186986,82,0.6970000000000001,0.0372,0.6829999999999999,0.0,0.13699999999999998,-2.881,0.117,96.133,4
9698,Dominic Fike,99,16031,3 Nights,2020-02-07--2020-02-14,"Don't Forget About Me, Demos",rock,2018-10-16,177666,70,0.815,0.223,0.518,0.0,0.104,-6.5939999999999985,0.0897,151.891,4
9699,Shawn Mendes,100,15951,If I Can't Have You,2020-02-07--2020-02-14,Shawn Mendes (Deluxe),pop,2019-06-19,191466,76,0.691,0.487,0.823,0.0,0.134,-4.197,0.0623,123.935,4
9700,Khalid,101,15934,Eleven,2020-02-07--2020-02-14,Eleven,r&b,2020-01-09,206360,72,0.701,0.112,0.396,0.0209,0.223,-10.182,0.119,129.004,4
9701,Lil Mosey,102,15922,Blueberry Faygo,2020-02-07--2020-02-14,Blueberry Faygo,rap,2020-02-07,162546,85,0.774,0.207,0.5539999999999999,0.0,0.132,-7.909,0.0383,99.034,4
9702,Ariana Grande,103,15707,7 rings,2020-02-07--2020-02-14,"thank u, next",dance,2019-02-08,178626,86,0.778,0.5920000000000001,0.317,0.0,0.0881,-10.732,0.334,140.048,4
9703,Post Malone,104,15448,Wow.,2020-02-07--2020-02-14,Hollywood's Bleeding,rap,2019-09-06,149546,83,0.8290000000000001,0.136,0.539,1.78e-06,0.103,-7.359,0.208,99.96,4
9704,AVAION,105,15373,Pieces,2020-02-07--2020-02-14,Pieces,Missing,2019-11-15,196413,59,0.7,0.872,0.271,0.322,0.1,-13.316,0.062,120.015,4
9705,MEDUZA,106,15364,Piece Of Your Heart,2020-02-07--2020-02-14,Piece Of Your Heart,edm,2019-02-01,152913,82,0.677,0.0404,0.7440000000000001,0.00016,0.07400000000000001,-6.806,0.0295,124.08,4
9706,JACKBOYS,107,15284,OUT WEST (feat. Young Thug),2020-02-07--2020-02-14,JACKBOYS,rap,2019-12-27,157712,84,0.802,0.0104,0.591,0.0,0.196,-4.895,0.225,139.864,4
9707,DJ Zinhle,108,15211,Umlilo,2020-02-07--2020-02-14,Umlilo,Missing,2019-08-23,237375,44,0.7020000000000001,0.267,0.7020000000000001,0.0,0.0761,-4.919,0.0299,125.02,4
9708,DaBaby,109,15185,TOES (feat. Lil Baby & Moneybagg Yo),2020-02-07--2020-02-14,KIRK,hip hop,2019-09-27,136366,77,0.816,0.0794,0.5820000000000001,5.84e-06,0.0916,-4.141,0.341,160.004,4
9709,Halsey,110,15063,Graveyard,2020-02-07--2020-02-14,Manic,dance,2020-01-17,181805,77,0.667,0.231,0.583,4.48e-05,0.181,-5.127000000000002,0.0747,92.043,4
9710,Kabza De Small,111,15050,Hello - Live,2020-02-07--2020-02-14,Scorpion Kings Live,house,2020-02-03,373805,43,0.8270000000000001,0.0139,0.526,0.28,0.0366,-13.486,0.0497,112.995,4
9711,Ellie Goulding,112,15019,Hate Me (with Juice WRLD),2020-02-07--2020-02-14,Hate Me (with Juice WRLD),dance,2019-06-26,186223,80,0.657,0.108,0.768,0.0,0.14400000000000002,-4.628,0.0507,75.025,4
9712,Taylor Swift,113,15011,ME! (feat. Brendon Urie of Panic! At The Disco),2020-02-07--2020-02-14,Lover,dance,2019-08-23,193000,80,0.61,0.033,0.83,0.0,0.118,-4.105,0.0571,182.162,4
9713,Sam Feldt,114,14934,Post Malone (feat. RANI),2020-02-07--2020-02-14,Post Malone (feat. RANI) [Joe Stone Remix],dance,2019-08-16,174444,74,0.59,0.0771,0.642,0.0,0.105,-3.87,0.122,107.356,4
9714,Noah Cyrus,115,14775,July,2020-02-07--2020-02-14,July,pop,2019-07-31,156106,31,0.708,0.868,0.18600000000000005,0.0,0.0779,-8.953,0.0422,72.541,4
9715,Y2K,116,14738,Lalala,2020-02-07--2020-02-14,Lalala,rap,2019-06-28,160626,82,0.843,0.181,0.391,0.0,0.13699999999999998,-7.899,0.0845,129.972,4
9716,Alan Walker,117,14657,"Alone, Pt. II",2020-02-07--2020-02-14,"Alone, Pt. II",house,2019-12-27,179052,80,0.67,0.536,0.6679999999999999,0.0,0.133,-4.306,0.0422,88.03299999999999,4
9717,Marshmello,118,14623,Here With Me,2020-02-07--2020-02-14,Here With Me,brostep,2019-03-08,156346,78,0.7909999999999999,0.0623,0.565,0.0,0.156,-3.933,0.0439,99.961,4
9718,Avicii,119,14598,SOS (feat. Aloe Blacc),2020-02-07--2020-02-14,TIM,big room,2019-06-06,157202,77,0.802,0.272,0.645,0.0,0.119,-6.181,0.0715,100.001,4
9719,Travis Scott,120,14573,HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Baby) - REMIX,2020-02-07--2020-02-14,JACKBOYS,rap,2019-12-27,244873,74,0.5589999999999999,0.0567,0.491,0.0,0.0992,-6.4060000000000015,0.0346,153.131,4
9720,Justin Bieber,121,14557,Get Me,2020-02-07--2020-02-14,Get Me,pop,2020-01-28,185418,62,0.8240000000000001,0.05,0.503,5.25e-05,0.107,-6.94,0.156,109.397,5
9721,J. Cole,122,14486,MIDDLE CHILD,2020-02-07--2020-02-14,MIDDLE CHILD,hip hop,2019-01-23,213593,82,0.8370000000000001,0.149,0.364,0.0,0.271,-11.713,0.276,123.984,4
9722,Young Thug,123,14358,The London (feat. J. Cole & Travis Scott),2020-02-07--2020-02-14,So Much Fun,hip hop,2019-08-16,200186,75,0.784,0.0249,0.517,1.44e-06,0.155,-8.981,0.209,97.991,4
9723,Lewis Capaldi,124,14315,Bruises,2020-02-07--2020-02-14,Divinely Uninspired To A Hellish Extent,pop,2019-05-17,220492,84,0.736,0.946,0.308,0.0,0.18600000000000005,-7.83,0.0677,111.202,4
9724,Billie Eilish,125,14298,ocean eyes,2020-02-07--2020-02-14,Ocean Eyes,pop,2016-11-18,200560,67,0.475,0.8190000000000001,0.37,0.0577,0.0841,-7.725,0.0361,144.828,4
9725,Travis Scott,126,14253,SICKO MODE,2020-02-07--2020-02-14,ASTROWORLD,rap,2018-08-03,312820,88,0.8340000000000001,0.00513,0.73,0.0,0.124,-3.714,0.222,155.00799999999995,4
9726,Khalid,127,14171,Talk (feat. Disclosure),2020-02-07--2020-02-14,Free Spirit,r&b,2019-04-05,197573,76,0.901,0.051,0.4,0.0,0.0599,-8.575,0.126,135.984,4
9727,Lizzo,128,14148,Good as Hell (feat. Ariana Grande) - Remix,2020-02-07--2020-02-14,Good as Hell (feat. Ariana Grande) [Remix],dance,2019-10-25,159011,77,0.6679999999999999,0.298,0.892,0.0,0.735,-3.0010000000000003,0.0645,95.927,4
9728,Young Thug,129,14048,Hot (Remix) [feat. Gunna and Travis Scott],2020-02-07--2020-02-14,So Much Fun (Deluxe),hip hop,2019-12-20,279906,71,0.845,0.188,0.631,0.0,0.0806,-8.206,0.21600000000000005,111.983,4
9729,Sha Sha,130,14018,Something About You (feat. DJ Maphorisa & Kabza De Small),2020-02-07--2020-02-14,Blossom - EP,house,2019-11-01,412653,35,0.826,0.027000000000000003,0.581,0.5760000000000001,0.0226,-13.117,0.057,114.014,4
9730,Lauv,131,13964,i'm so tired...,2020-02-07--2020-02-14,~how i'm feeling~,pop,2020-01-16,162582,2,0.599,0.17600000000000002,0.733,0.0,0.242,-7.058,0.203,102.211,4
